,code_context,code_vuln,commit_date,file,line_vuln:,origin_commit,repo
0,"  Topic(const string& topic)
    : topic_(topic)
  {
  }

",Topic(const string& topic),2011-05-27 22:40:34 +0800,examples/hub/hub.cc,24.0,b63362b0cff2c35350dfee8837864cf2b1af91ea,chenshuo/muduo
